lsoa_code,lsoa_name,lad_code,lad_name
E01011949,Hartlepool 009A,E06000001,Hartlepool
E01011950,Hartlepool 008A,E06000001,Hartlepool
E01011951,Hartlepool 007A,E06000001,Hartlepool
E01011952,Hartlepool 002A,E06000001,Hartlepool
E01011953,Hartlepool 002B,E06000001,Hartlepool
E01011954,Hartlepool 001A,E06000001,Hartlepool
E01011955,Hartlepool 003A,E06000001,Hartlepool
E01011957,Hartlepool 003C,E06000001,Hartlepool
E01011959,Hartlepool 014A,E06000001,Hartlepool
E01011960,Hartlepool 014B,E06000001,Hartlepool
E01011961,Hartlepool 012A,E06000001,Hartlepool
E01011962,Hartlepool 012B,E06000001,Hartlepool
E01011963,Hartlepool 014C,E06000001,Hartlepool
E01011964,Hartlepool 007B,E06000001,Hartlepool
E01011965,Hartlepool 015G,E06000001,Hartlepool
E01011966,Hartlepool 015E,E06000001,Hartlepool
E01011967,Hartlepool 007C,E06000001,Hartlepool
E01011968,Hartlepool 014D,E06000001,Hartlepool
E01011969,Hartlepool 001B,E06000001,Hartlepool
E01011970,Hartlepool 001C,E06000001,Hartlepool
E01011971,Hartlepool 001D,E06000001,Hartlepool
E01011974,Hartlepool 015B,E06000001,Hartlepool
E01011975,Hartlepool 015D,E06000001,Hartlepool
E01011977,Hartlepool 012C,E06000001,Hartlepool
E01011978,Hartlepool 012D,E06000001,Hartlepool
E01011979,Hartlepool 012E,E06000001,Hartlepool
E01011980,Hartlepool 009B,E06000001,Hartlepool
E01011981,Hartlepool 009C,E06000001,Hartlepool
E01011982,Hartlepool 014E,E06000001,Hartlepool
E01011983,Hartlepool 015F,E06000001,Hartlepool
E01011984,Hartlepool 009D,E06000001,Hartlepool
E01011985,Hartlepool 010A,E06000001,Hartlepool
E01011986,Hartlepool 008B,E06000001,Hartlepool
E01011987,Hartlepool 008C,E06000001,Hartlepool
E01011988,Hartlepool 010B,E06000001,Hartlepool
E01011989,Hartlepool 010C,E06000001,Hartlepool
E01011990,Hartlepool 010D,E06000001,Hartlepool
E01011991,Hartlepool 002C,E06000001,Hartlepool
E01011992,Hartlepool 002D,E06000001,Hartlepool
E01011993,Hartlepool 002E,E06000001,Hartlepool
E01011994,Hartlepool 002F,E06000001,Hartlepool
E01011995,Hartlepool 011A,E06000001,Hartlepool
E01011996,Hartlepool 011B,E06000001,Hartlepool
E01011997,Hartlepool 011C,E06000001,Hartlepool
E01011998,Hartlepool 011D,E06000001,Hartlepool
E01011999,Hartlepool 007D,E06000001,Hartlepool
E01012000,Hartlepool 007E,E06000001,Hartlepool
E01012001,Hartlepool 008D,E06000001,Hartlepool
E01012002,Hartlepool 015A,E06000001,Hartlepool
E01012003,Hartlepool 014F,E06000001,Hartlepool
E01012005,Hartlepool 014G,E06000001,Hartlepool
E01012007,Middlesbrough 012A,E06000002,Middlesbrough
E01012008,Middlesbrough 012B,E06000002,Middlesbrough
E01012009,Middlesbrough 012C,E06000002,Middlesbrough
E01012010,Middlesbrough 012D,E06000002,Middlesbrough
E01012011,Middlesbrough 008A,E06000002,Middlesbrough
E01012012,Middlesbrough 008B,E06000002,Middlesbrough
E01012013,Middlesbrough 008C,E06000002,Middlesbrough
E01012014,Middlesbrough 008D,E06000002,Middlesbrough
E01012015,Middlesbrough 007A,E06000002,Middlesbrough
E01012016,Middlesbrough 007B,E06000002,Middlesbrough
E01012017,Middlesbrough 007C,E06000002,Middlesbrough
E01012018,Middlesbrough 011A,E06000002,Middlesbrough
E01012019,Middlesbrough 011B,E06000002,Middlesbrough
E01012020,Middlesbrough 011C,E06000002,Middlesbrough
E01012021,Middlesbrough 011D,E06000002,Middlesbrough
E01012022,Middlesbrough 015A,E06000002,Middlesbrough
E01012023,Middlesbrough 015B,E06000002,Middlesbrough
E01012024,Middlesbrough 015C,E06000002,Middlesbrough
E01012025,Middlesbrough 015D,E06000002,Middlesbrough
E01012026,Middlesbrough 006A,E06000002,Middlesbrough
E01012027,Middlesbrough 006B,E06000002,Middlesbrough
E01012030,Middlesbrough 019A,E06000002,Middlesbrough
E01012031,Middlesbrough 019B,E06000002,Middlesbrough
E01012032,Middlesbrough 019C,E06000002,Middlesbrough
E01012033,Middlesbrough 019D,E06000002,Middlesbrough
E01012034,Middlesbrough 019E,E06000002,Middlesbrough
E01012035,Middlesbrough 019F,E06000002,Middlesbrough
E01012036,Middlesbrough 003A,E06000002,Middlesbrough
E01012037,Middlesbrough 003B,E06000002,Middlesbrough
E01012038,Middlesbrough 003C,E06000002,Middlesbrough
E01012039,Middlesbrough 003D,E06000002,Middlesbrough
E01012040,Middlesbrough 003E,E06000002,Middlesbrough
E01012041,Middlesbrough 003F,E06000002,Middlesbrough
E01012042,Middlesbrough 018A,E06000002,Middlesbrough
E01012043,Middlesbrough 018B,E06000002,Middlesbrough
E01012044,Middlesbrough 018C,E06000002,Middlesbrough
E01012045,Middlesbrough 018D,E06000002,Middlesbrough
E01012046,Middlesbrough 013A,E06000002,Middlesbrough
E01012047,Middlesbrough 013B,E06000002,Middlesbrough
E01012048,Middlesbrough 013C,E06000002,Middlesbrough
E01012049,Middlesbrough 014A,E06000002,Middlesbrough
E01012050,Middlesbrough 014B,E06000002,Middlesbrough
E01012051,Middlesbrough 014C,E06000002,Middlesbrough
E01012052,Middlesbrough 014D,E06000002,Middlesbrough
E01012053,Middlesbrough 009A,E06000002,Middlesbrough
E01012054,Middlesbrough 009B,E06000002,Middlesbrough
E01012055,Middlesbrough 009C,E06000002,Middlesbrough
E01012056,Middlesbrough 009D,E06000002,Middlesbrough
E01012057,Middlesbrough 009E,E06000002,Middlesbrough
E01012058,Middlesbrough 002A,E06000002,Middlesbrough
E01012059,Middlesbrough 002B,E06000002,Middlesbrough
E01012060,Middlesbrough 002C,E06000002,Middlesbrough
E01012061,Middlesbrough 002D,E06000002,Middlesbrough
E01012062,Middlesbrough 020A,E06000002,Middlesbrough
E01012063,Middlesbrough 020B,E06000002,Middlesbrough
E01012065,Middlesbrough 017A,E06000002,Middlesbrough
E01012066,Middlesbrough 017B,E06000002,Middlesbrough
E01012067,Middlesbrough 017C,E06000002,Middlesbrough
E01012068,Middlesbrough 001A,E06000002,Middlesbrough
E01012071,Middlesbrough 020D,E06000002,Middlesbrough
E01012073,Middlesbrough 020E,E06000002,Middlesbrough
E01012074,Middlesbrough 004A,E06000002,Middlesbrough
E01012075,Middlesbrough 004B,E06000002,Middlesbrough
E01012076,Middlesbrough 004C,E06000002,Middlesbrough
E01012077,Middlesbrough 004D,E06000002,Middlesbrough
E01012078,Middlesbrough 005A,E06000002,Middlesbrough
E01012079,Middlesbrough 005B,E06000002,Middlesbrough
E01012080,Middlesbrough 005C,E06000002,Middlesbrough
E01012081,Middlesbrough 005D,E06000002,Middlesbrough
E01012082,Middlesbrough 010A,E06000002,Middlesbrough
E01012083,Middlesbrough 010B,E06000002,Middlesbrough
E01012084,Middlesbrough 010C,E06000002,Middlesbrough
E01012085,Middlesbrough 010D,E06000002,Middlesbrough
E01012088,Middlesbrough 004E,E06000002,Middlesbrough
E01012089,Middlesbrough 007D,E06000002,Middlesbrough
E01012090,Middlesbrough 007E,E06000002,Middlesbrough
E01012091,Middlesbrough 007F,E06000002,Middlesbrough
E01012092,Middlesbrough 001D,E06000002,Middlesbrough
E01012093,Middlesbrough 001E,E06000002,Middlesbrough
E01012095,Redcar and Cleveland 010A,E06000003,Redcar and Cleveland
E01012096,Redcar and Cleveland 013A,E06000003,Redcar and Cleveland
E01012097,Redcar and Cleveland 010B,E06000003,Redcar and Cleveland
E01012098,Redcar and Cleveland 010C,E06000003,Redcar and Cleveland
E01012099,Redcar and Cleveland 010D,E06000003,Redcar and Cleveland
E01012100,Redcar and Cleveland 001A,E06000003,Redcar and Cleveland
E01012101,Redcar and Cleveland 001B,E06000003,Redcar and Cleveland
E01012102,Redcar and Cleveland 001C,E06000003,Redcar and Cleveland
E01012105,Redcar and Cleveland 002A,E06000003,Redcar and Cleveland
E01012106,Redcar and Cleveland 003C,E06000003,Redcar and Cleveland
E01012107,Redcar and Cleveland 003D,E06000003,Redcar and Cleveland
E01012108,Redcar and Cleveland 011A,E06000003,Redcar and Cleveland
E01012109,Redcar and Cleveland 011B,E06000003,Redcar and Cleveland
E01012110,Redcar and Cleveland 011C,E06000003,Redcar and Cleveland
E01012111,Redcar and Cleveland 011D,E06000003,Redcar and Cleveland
E01012112,Redcar and Cleveland 015A,E06000003,Redcar and Cleveland
E01012113,Redcar and Cleveland 009A,E06000003,Redcar and Cleveland
E01012114,Redcar and Cleveland 009B,E06000003,Redcar and Cleveland
E01012117,Redcar and Cleveland 018A,E06000003,Redcar and Cleveland
E01012118,Redcar and Cleveland 018B,E06000003,Redcar and Cleveland
E01012119,Redcar and Cleveland 018C,E06000003,Redcar and Cleveland
E01012120,Redcar and Cleveland 020A,E06000003,Redcar and Cleveland
E01012121,Redcar and Cleveland 018D,E06000003,Redcar and Cleveland
E01012124,Redcar and Cleveland 020B,E06000003,Redcar and Cleveland
E01012127,Redcar and Cleveland 005A,E06000003,Redcar and Cleveland
E01012128,Redcar and Cleveland 005B,E06000003,Redcar and Cleveland
E01012129,Redcar and Cleveland 005C,E06000003,Redcar and Cleveland
E01012130,Redcar and Cleveland 005D,E06000003,Redcar and Cleveland
E01012131,Redcar and Cleveland 005E,E06000003,Redcar and Cleveland
E01012132,Redcar and Cleveland 016A,E06000003,Redcar and Cleveland
E01012134,Redcar and Cleveland 016B,E06000003,Redcar and Cleveland
E01012136,Redcar and Cleveland 013D,E06000003,Redcar and Cleveland
E01012137,Redcar and Cleveland 016C,E06000003,Redcar and Cleveland
E01012138,Redcar and Cleveland 006A,E06000003,Redcar and Cleveland
E01012139,Redcar and Cleveland 006B,E06000003,Redcar and Cleveland
E01012140,Redcar and Cleveland 006C,E06000003,Redcar and Cleveland
E01012141,Redcar and Cleveland 006D,E06000003,Redcar and Cleveland
E01012142,Redcar and Cleveland 002B,E06000003,Redcar and Cleveland
E01012143,Redcar and Cleveland 002C,E06000003,Redcar and Cleveland
E01012144,Redcar and Cleveland 002D,E06000003,Redcar and Cleveland
E01012145,Redcar and Cleveland 015B,E06000003,Redcar and Cleveland
E01012146,Redcar and Cleveland 022A,E06000003,Redcar and Cleveland
E01012147,Redcar and Cleveland 015C,E06000003,Redcar and Cleveland
E01012148,Redcar and Cleveland 021A,E06000003,Redcar and Cleveland
E01012149,Redcar and Cleveland 015D,E06000003,Redcar and Cleveland
E01012150,Redcar and Cleveland 021B,E06000003,Redcar and Cleveland
E01012151,Redcar and Cleveland 021C,E06000003,Redcar and Cleveland
E01012152,Redcar and Cleveland 021D,E06000003,Redcar and Cleveland
E01012154,Redcar and Cleveland 006E,E06000003,Redcar and Cleveland
E01012155,Redcar and Cleveland 006F,E06000003,Redcar and Cleveland
E01012156,Redcar and Cleveland 006G,E06000003,Redcar and Cleveland
E01012157,Redcar and Cleveland 006H,E06000003,Redcar and Cleveland
E01012158,Redcar and Cleveland 007A,E06000003,Redcar and Cleveland
E01012159,Redcar and Cleveland 007B,E06000003,Redcar and Cleveland
E01012160,Redcar and Cleveland 007C,E06000003,Redcar and Cleveland
E01012161,Redcar and Cleveland 007D,E06000003,Redcar and Cleveland
E01012162,Redcar and Cleveland 012A,E06000003,Redcar and Cleveland
E01012163,Redcar and Cleveland 012B,E06000003,Redcar and Cleveland
E01012164,Redcar and Cleveland 012C,E06000003,Redcar and Cleveland
E01012165,Redcar and Cleveland 012D,E06000003,Redcar and Cleveland
E01012167,Redcar and Cleveland 022B,E06000003,Redcar and Cleveland
E01012168,Redcar and Cleveland 022C,E06000003,Redcar and Cleveland
E01012170,Redcar and Cleveland 022D,E06000003,Redcar and Cleveland
E01012171,Redcar and Cleveland 011E,E06000003,Redcar and Cleveland
E01012172,Redcar and Cleveland 011F,E06000003,Redcar and Cleveland
E01012173,Redcar and Cleveland 022E,E06000003,Redcar and Cleveland
E01012174,Redcar and Cleveland 022F,E06000003,Redcar and Cleveland
E01012175,Redcar and Cleveland 009E,E06000003,Redcar and Cleveland
E01012176,Redcar and Cleveland 004A,E06000003,Redcar and Cleveland
E01012177,Redcar and Cleveland 004B,E06000003,Redcar and Cleveland
E01012178,Redcar and Cleveland 004C,E06000003,Redcar and Cleveland
E01012179,Redcar and Cleveland 004D,E06000003,Redcar and Cleveland
E01012180,Redcar and Cleveland 004E,E06000003,Redcar and Cleveland
E01012181,Redcar and Cleveland 016D,E06000003,Redcar and Cleveland
E01012182,Redcar and Cleveland 020C,E06000003,Redcar and Cleveland
E01012183,Redcar and Cleveland 020D,E06000003,Redcar and Cleveland
E01012184,Redcar and Cleveland 001D,E06000003,Redcar and Cleveland
E01012185,Redcar and Cleveland 004F,E06000003,Redcar and Cleveland
E01012186,Redcar and Cleveland 004G,E06000003,Redcar and Cleveland
E01012187,Stockton-on-Tees 011A,E06000004,Stockton-on-Tees
E01012188,Stockton-on-Tees 011B,E06000004,Stockton-on-Tees
E01012189,Stockton-on-Tees 011C,E06000004,Stockton-on-Tees
E01012190,Stockton-on-Tees 015A,E06000004,Stockton-on-Tees
E01012191,Stockton-on-Tees 015B,E06000004,Stockton-on-Tees
E01012192,Stockton-on-Tees 007A,E06000004,Stockton-on-Tees
E01012193,Stockton-on-Tees 007B,E06000004,Stockton-on-Tees
E01012194,Stockton-on-Tees 010A,E06000004,Stockton-on-Tees
E01012195,Stockton-on-Tees 010B,E06000004,Stockton-on-Tees
E01012196,Stockton-on-Tees 003A,E06000004,Stockton-on-Tees
E01012197,Stockton-on-Tees 002A,E06000004,Stockton-on-Tees
E01012198,Stockton-on-Tees 003B,E06000004,Stockton-on-Tees
E01012199,Stockton-on-Tees 021A,E06000004,Stockton-on-Tees
E01012200,Stockton-on-Tees 021B,E06000004,Stockton-on-Tees
E01012201,Stockton-on-Tees 021C,E06000004,Stockton-on-Tees
E01012202,Stockton-on-Tees 021D,E06000004,Stockton-on-Tees
E01012203,Stockton-on-Tees 021E,E06000004,Stockton-on-Tees
E01012204,Stockton-on-Tees 013A,E06000004,Stockton-on-Tees
E01012205,Stockton-on-Tees 011D,E06000004,Stockton-on-Tees
E01012206,Stockton-on-Tees 013B,E06000004,Stockton-on-Tees
E01012207,Stockton-on-Tees 013C,E06000004,Stockton-on-Tees
E01012208,Stockton-on-Tees 013D,E06000004,Stockton-on-Tees
E01012209,Stockton-on-Tees 016A,E06000004,Stockton-on-Tees
E01012210,Stockton-on-Tees 006A,E06000004,Stockton-on-Tees
E01012211,Stockton-on-Tees 006B,E06000004,Stockton-on-Tees
E01012212,Stockton-on-Tees 006C,E06000004,Stockton-on-Tees
E01012213,Stockton-on-Tees 006D,E06000004,Stockton-on-Tees
E01012214,Stockton-on-Tees 003C,E06000004,Stockton-on-Tees
E01012215,Stockton-on-Tees 003D,E06000004,Stockton-on-Tees
E01012216,Stockton-on-Tees 003E,E06000004,Stockton-on-Tees
E01012217,Stockton-on-Tees 016B,E06000004,Stockton-on-Tees
E01012218,Stockton-on-Tees 016C,E06000004,Stockton-on-Tees
E01012219,Stockton-on-Tees 012A,E06000004,Stockton-on-Tees
E01012223,Stockton-on-Tees 016D,E06000004,Stockton-on-Tees
E01012224,Stockton-on-Tees 015C,E06000004,Stockton-on-Tees
E01012225,Stockton-on-Tees 015D,E06000004,Stockton-on-Tees
E01012226,Stockton-on-Tees 015E,E06000004,Stockton-on-Tees
E01012227,Stockton-on-Tees 027D,E06000004,Stockton-on-Tees
E01012228,Stockton-on-Tees 022A,E06000004,Stockton-on-Tees
E01012230,Stockton-on-Tees 022B,E06000004,Stockton-on-Tees
E01012231,Stockton-on-Tees 028C,E06000004,Stockton-on-Tees
E01012232,Stockton-on-Tees 028D,E06000004,Stockton-on-Tees
E01012233,Stockton-on-Tees 022C,E06000004,Stockton-on-Tees
E01012234,Stockton-on-Tees 028E,E06000004,Stockton-on-Tees
E01012235,Stockton-on-Tees 024A,E06000004,Stockton-on-Tees
E01012236,Stockton-on-Tees 022D,E06000004,Stockton-on-Tees
E01012237,Stockton-on-Tees 022E,E06000004,Stockton-on-Tees
E01012238,Stockton-on-Tees 018A,E06000004,Stockton-on-Tees
E01012239,Stockton-on-Tees 018B,E06000004,Stockton-on-Tees
E01012240,Stockton-on-Tees 018C,E06000004,Stockton-on-Tees
E01012241,Stockton-on-Tees 018D,E06000004,Stockton-on-Tees
E01012242,Stockton-on-Tees 001A,E06000004,Stockton-on-Tees
E01012243,Stockton-on-Tees 001B,E06000004,Stockton-on-Tees
E01012244,Stockton-on-Tees 001C,E06000004,Stockton-on-Tees
E01012245,Stockton-on-Tees 003F,E06000004,Stockton-on-Tees
E01012246,Stockton-on-Tees 001D,E06000004,Stockton-on-Tees
E01012247,Stockton-on-Tees 008A,E06000004,Stockton-on-Tees
E01012248,Stockton-on-Tees 009D,E06000004,Stockton-on-Tees
E01012249,Stockton-on-Tees 008B,E06000004,Stockton-on-Tees
E01012250,Stockton-on-Tees 009E,E06000004,Stockton-on-Tees
E01012251,Stockton-on-Tees 012B,E06000004,Stockton-on-Tees
E01012252,Stockton-on-Tees 012C,E06000004,Stockton-on-Tees
E01012253,Stockton-on-Tees 012D,E06000004,Stockton-on-Tees
E01012254,Stockton-on-Tees 012E,E06000004,Stockton-on-Tees
E01012255,Stockton-on-Tees 005A,E06000004,Stockton-on-Tees
E01012256,Stockton-on-Tees 002B,E06000004,Stockton-on-Tees
E01012257,Stockton-on-Tees 002C,E06000004,Stockton-on-Tees
E01012258,Stockton-on-Tees 010C,E06000004,Stockton-on-Tees
E01012259,Stockton-on-Tees 010D,E06000004,Stockton-on-Tees
E01012260,Stockton-on-Tees 007C,E06000004,Stockton-on-Tees
E01012261,Stockton-on-Tees 007D,E06000004,Stockton-on-Tees
E01012262,Stockton-on-Tees 026B,E06000004,Stockton-on-Tees
E01012267,Stockton-on-Tees 025C,E06000004,Stockton-on-Tees
E01012268,Stockton-on-Tees 010E,E06000004,Stockton-on-Tees
E01012269,Stockton-on-Tees 005B,E06000004,Stockton-on-Tees
E01012270,Stockton-on-Tees 021F,E06000004,Stockton-on-Tees
E01012271,Stockton-on-Tees 008C,E06000004,Stockton-on-Tees
E01012272,Stockton-on-Tees 008D,E06000004,Stockton-on-Tees
E01012273,Stockton-on-Tees 008E,E06000004,Stockton-on-Tees
E01012274,Stockton-on-Tees 008F,E06000004,Stockton-on-Tees
E01012275,Stockton-on-Tees 002D,E06000004,Stockton-on-Tees
E01012276,Stockton-on-Tees 002E,E06000004,Stockton-on-Tees
E01012277,Stockton-on-Tees 002F,E06000004,Stockton-on-Tees
E01012278,Stockton-on-Tees 004A,E06000004,Stockton-on-Tees
E01012279,Stockton-on-Tees 004B,E06000004,Stockton-on-Tees
E01012280,Stockton-on-Tees 004C,E06000004,Stockton-on-Tees
E01012281,Stockton-on-Tees 004D,E06000004,Stockton-on-Tees
E01012282,Stockton-on-Tees 020A,E06000004,Stockton-on-Tees
E01012283,Stockton-on-Tees 020B,E06000004,Stockton-on-Tees
E01012284,Stockton-on-Tees 020C,E06000004,Stockton-on-Tees
E01012285,Stockton-on-Tees 020D,E06000004,Stockton-on-Tees
E01012286,Stockton-on-Tees 017A,E06000004,Stockton-on-Tees
E01012287,Stockton-on-Tees 017B,E06000004,Stockton-on-Tees
E01012288,Stockton-on-Tees 017C,E06000004,Stockton-on-Tees
E01012289,Stockton-on-Tees 017D,E06000004,Stockton-on-Tees
E01012290,Stockton-on-Tees 019A,E06000004,Stockton-on-Tees
E01012291,Stockton-on-Tees 019B,E06000004,Stockton-on-Tees
E01012292,Stockton-on-Tees 019C,E06000004,Stockton-on-Tees
E01012294,Stockton-on-Tees 005D,E06000004,Stockton-on-Tees
E01012295,Stockton-on-Tees 005E,E06000004,Stockton-on-Tees
E01012296,Stockton-on-Tees 001E,E06000004,Stockton-on-Tees
E01012297,Stockton-on-Tees 001F,E06000004,Stockton-on-Tees
E01012298,Stockton-on-Tees 024B,E06000004,Stockton-on-Tees
E01012299,Stockton-on-Tees 024C,E06000004,Stockton-on-Tees
E01012300,Stockton-on-Tees 024D,E06000004,Stockton-on-Tees
E01012301,Stockton-on-Tees 024E,E06000004,Stockton-on-Tees
E01012302,Stockton-on-Tees 024F,E06000004,Stockton-on-Tees
E01012303,Stockton-on-Tees 024G,E06000004,Stockton-on-Tees
E01012304,Darlington 012A,E06000005,Darlington
E01012305,Darlington 012B,E06000005,Darlington
E01012306,Darlington 012C,E06000005,Darlington
E01012307,Darlington 009A,E06000005,Darlington
E01012309,Darlington 006A,E06000005,Darlington
E01012310,Darlington 006B,E06000005,Darlington
E01012311,Darlington 006C,E06000005,Darlington
E01012312,Darlington 006D,E06000005,Darlington
E01012313,Darlington 006E,E06000005,Darlington
E01012314,Darlington 006F,E06000005,Darlington
E01012315,Darlington 010A,E06000005,Darlington
E01012317,Darlington 013A,E06000005,Darlington
E01012318,Darlington 013B,E06000005,Darlington
E01012319,Darlington 013C,E06000005,Darlington
E01012323,Darlington 002C,E06000005,Darlington
E01012324,Darlington 002D,E06000005,Darlington
E01012325,Darlington 005A,E06000005,Darlington
E01012326,Darlington 005B,E06000005,Darlington
E01012327,Darlington 009B,E06000005,Darlington
E01012328,Darlington 003A,E06000005,Darlington
E01012329,Darlington 003B,E06000005,Darlington
E01012330,Darlington 003C,E06000005,Darlington
E01012331,Darlington 003D,E06000005,Darlington
E01012332,Darlington 005C,E06000005,Darlington
E01012333,Darlington 005D,E06000005,Darlington
E01012334,Darlington 001B,E06000005,Darlington
E01012335,Darlington 001C,E06000005,Darlington
E01012336,Darlington 011A,E06000005,Darlington
E01012337,Darlington 011B,E06000005,Darlington
E01012338,Darlington 015A,E06000005,Darlington
E01012339,Darlington 015B,E06000005,Darlington
E01012340,Darlington 012D,E06000005,Darlington
E01012341,Darlington 012E,E06000005,Darlington
E01012342,Darlington 009C,E06000005,Darlington
E01012344,Darlington 015C,E06000005,Darlington
E01012345,Darlington 015D,E06000005,Darlington
E01012346,Darlington 015E,E06000005,Darlington
E01012347,Darlington 011C,E06000005,Darlington
E01012348,Darlington 011D,E06000005,Darlington
E01012349,Darlington 004A,E06000005,Darlington
E01012350,Darlington 004B,E06000005,Darlington
E01012351,Darlington 004C,E06000005,Darlington
E01012352,Darlington 004D,E06000005,Darlington
E01012353,Darlington 016E,E06000005,Darlington
E01012354,Darlington 016F,E06000005,Darlington
E01012355,Darlington 016G,E06000005,Darlington
E01012356,Darlington 014A,E06000005,Darlington
E01012357,Darlington 014B,E06000005,Darlington
E01012358,Darlington 014C,E06000005,Darlington
E01012359,Darlington 014D,E06000005,Darlington
E01012360,Darlington 010C,E06000005,Darlington
E01012361,Darlington 011E,E06000005,Darlington
E01012362,Darlington 016A,E06000005,Darlington
E01012363,Darlington 016B,E06000005,Darlington
E01012364,Darlington 016D,E06000005,Darlington
E01012365,Darlington 016C,E06000005,Darlington
E01012366,Darlington 001D,E06000005,Darlington
E01012367,Halton 007A,E06000006,Halton
E01012368,Halton 003A,E06000006,Halton
E01012369,Halton 005A,E06000006,Halton
E01012370,Halton 007B,E06000006,Halton
E01012371,Halton 016A,E06000006,Halton
E01012372,Halton 016B,E06000006,Halton
E01012373,Halton 016C,E06000006,Halton
E01012374,Halton 002A,E06000006,Halton
E01012375,Halton 002B,E06000006,Halton
E01012376,Halton 002C,E06000006,Halton
E01012377,Halton 004A,E06000006,Halton
E01012378,Halton 006A,E06000006,Halton
E01012379,Halton 006B,E06000006,Halton
E01012380,Halton 006C,E06000006,Halton
E01012381,Halton 010A,E06000006,Halton
E01012382,Halton 010B,E06000006,Halton
E01012383,Halton 013A,E06000006,Halton
E01012384,Halton 010C,E06000006,Halton
E01012385,Halton 009A,E06000006,Halton
E01012386,Halton 009B,E06000006,Halton
E01012387,Halton 009C,E06000006,Halton
E01012388,Halton 006D,E06000006,Halton
E01012389,Halton 008A,E06000006,Halton
E01012390,Halton 004B,E06000006,Halton
E01012391,Halton 008B,E06000006,Halton
E01012392,Halton 001A,E06000006,Halton
E01012393,Halton 001B,E06000006,Halton
E01012394,Halton 005B,E06000006,Halton
E01012395,Halton 001C,E06000006,Halton
E01012396,Halton 013B,E06000006,Halton
E01012397,Halton 013C,E06000006,Halton
E01012398,Halton 011A,E06000006,Halton
E01012399,Halton 013D,E06000006,Halton
E01012400,Halton 011B,E06000006,Halton
E01012401,Halton 008C,E06000006,Halton
E01012402,Halton 011C,E06000006,Halton
E01012403,Halton 013E,E06000006,Halton
E01012404,Halton 011D,E06000006,Halton
E01012405,Halton 011E,E06000006,Halton
E01012406,Halton 015A,E06000006,Halton
E01012407,Halton 015B,E06000006,Halton
E01012408,Halton 013F,E06000006,Halton
E01012409,Halton 015C,E06000006,Halton
E01012410,Halton 003B,E06000006,Halton
E01012411,Halton 001D,E06000006,Halton
E01012412,Halton 003C,E06000006,Halton
E01012413,Halton 003D,E06000006,Halton
E01012414,Halton 003E,E06000006,Halton
E01012415,Halton 016D,E06000006,Halton
E01012416,Halton 012A,E06000006,Halton
E01012417,Halton 012B,E06000006,Halton
E01012418,Halton 016E,E06000006,Halton
E01012419,Halton 004C,E06000006,Halton
E01012420,Halton 004D,E06000006,Halton
E01012421,Halton 002D,E06000006,Halton
E01012422,Halton 004E,E06000006,Halton
E01012423,Halton 002E,E06000006,Halton
E01012424,Halton 007C,E06000006,Halton
E01012425,Halton 005C,E06000006,Halton
E01012426,Halton 005D,E06000006,Halton
E01012427,Halton 005E,E06000006,Halton
E01012429,Halton 012D,E06000006,Halton
E01012430,Halton 012E,E06000006,Halton
E01012431,Halton 012F,E06000006,Halton
E01012432,Halton 014A,E06000006,Halton
E01012433,Halton 014B,E06000006,Halton
E01012434,Halton 009D,E06000006,Halton
E01012435,Halton 009E,E06000006,Halton
E01012436,Halton 014C,E06000006,Halton
E01012437,Halton 015D,E06000006,Halton
E01012438,Halton 014D,E06000006,Halton
E01012439,Halton 015E,E06000006,Halton
E01012440,Halton 014E,E06000006,Halton
E01012441,Halton 007D,E06000006,Halton
E01012442,Halton 006E,E06000006,Halton
E01012443,Halton 008D,E06000006,Halton
E01012444,Halton 010D,E06000006,Halton
E01012445,Halton 010E,E06000006,Halton
E01012446,Warrington 025A,E06000007,Warrington
E01012447,Warrington 025B,E06000007,Warrington
E01012448,Warrington 024A,E06000007,Warrington
E01012449,Warrington 025C,E06000007,Warrington
E01012450,Warrington 023A,E06000007,Warrington
E01012451,Warrington 023B,E06000007,Warrington
E01012452,Warrington 025D,E06000007,Warrington
E01012453,Warrington 013A,E06000007,Warrington
E01012454,Warrington 013B,E06000007,Warrington
E01012455,Warrington 013C,E06000007,Warrington
E01012457,Warrington 013D,E06000007,Warrington
E01012458,Warrington 018B,E06000007,Warrington
E01012459,Warrington 005A,E06000007,Warrington
E01012460,Warrington 004A,E06000007,Warrington
E01012461,Warrington 005B,E06000007,Warrington
E01012462,Warrington 004B,E06000007,Warrington
E01012463,Warrington 004C,E06000007,Warrington
E01012464,Warrington 004D,E06000007,Warrington
E01012465,Warrington 005C,E06000007,Warrington
E01012466,Warrington 005D,E06000007,Warrington
E01012467,Warrington 003A,E06000007,Warrington
E01012468,Warrington 003B,E06000007,Warrington
E01012469,Warrington 003C,E06000007,Warrington
E01012470,Warrington 003D,E06000007,Warrington
E01012471,Warrington 001A,E06000007,Warrington
E01012472,Warrington 001B,E06000007,Warrington
E01012473,Warrington 002A,E06000007,Warrington
E01012474,Warrington 002B,E06000007,Warrington
E01012475,Warrington 002C,E06000007,Warrington
E01012476,Warrington 001C,E06000007,Warrington
E01012477,Warrington 001D,E06000007,Warrington
E01012478,Warrington 012A,E06000007,Warrington
E01012479,Warrington 017A,E06000007,Warrington
E01012480,Warrington 017B,E06000007,Warrington
E01012481,Warrington 011A,E06000007,Warrington
